공동활용가능여부,AI교육여부,AI교육분류,콘텐츠명,참여대상,활용예시,학문분류,주제,차시,총시간(분),제작부서,제작연도,공동활용 불가사유,저작권 보유여부
예,O,피지컬AI,로봇제어장치설계,학부생,정규수업,공학,전자회로/제어장치/소프트웨어활용/설계능력,33 ,990 ,울산·경남지역혁신플랫폼대학교육혁신본부,2020 ,해당없음,예
예,X,해당없음,사운드실험실,학부생,정규수업,예술·체육,전자음악/마이크/케이블/스피커/아날로그믹서/로직프로,30 ,864 ,교육혁신처공동교육센터,2024 ,해당없음,예
예,X,해당없음,세대를넘나드는음악여행,학부생,정규수업,예술·체육,음악사/오페라/교향곡/낭만주의음악/실내악/미국팝음악/K-POP,30 ,848 ,교육혁신처공동교육센터,2024 ,해당없음,예
예,X,해당없음,유럽미술관속명작스캔들,학부생,정규수업,예술·체육,서양미술사/레오나르도다빈치/미켈란젤로/인상주의/표현주의/미국팝아트,30 ,845 ,교육혁신처공동교육센터,2024 ,해당없음,예
예,X,해당없음,일상속웰빙을위한운동가이드,학부생,정규수업,예술·체육,맨몸운동/스쿼트/피지컬트레이닝/요가/교정요가,30 ,884 ,교육혁신처공동교육센터,2024 ,해당없음,예
예,O,디지털(생성형) AI,생성형AI이해와활용,대학원생,비교과,정보기술,chatgpt/생성형인공지능/논문아이디어생성,6 ,209 ,대학원행정실,2023 ,해당없음,예
예,X,해당없음,연구자기초소양강좌,대학원생,비교과,교양,연구윤리/연구자기초소양,17 ,489 ,대학원행정실,2023 ,해당없음,예
예,X,해당없음,프로그래밍과자료구조,학부생,정규수업,정보기술,C프로그래밍/프로그래밍기초/자료구조/알고리즘기초/컴퓨터공학기반,39 ,1125 ,항공드론혁신융합대학사업단,2023 ,해당없음,예
예,X,해당없음,항공우주학기초탐구,학부생,정규수업,기타,항공우주공학기초/항공추진/우주추진/엔진이론/항공우주입문교육,15 ,488 ,항공드론혁신융합대학사업단,2024 ,해당없음,예
예,O,피지컬AI,항공드론3D프린팅기초,학부생,정규수업,공학,3D프린팅기초/CAD설계/3D프린팅실습/부품제조기술/항공드론디자인,39 ,1125 ,항공드론혁신융합대학사업단,2024 ,해당없음,예
예,O,피지컬AI,항공드론SW패키지활용,학부생,정규수업,공학,항공드론소프트웨어/공력및구조이론/드론제어기초/신호처리응용/SW패키지활용실습,39 ,1215 ,항공드론혁신융합대학사업단,2024 ,해당없음,예
예,O,피지컬AI,항공드론CAD응용,학부생,정규수업,공학,CAD응용설계/항공드론모델링/구조및부품배치/시스템통합설계/드론설계실습,39 ,1162 ,항공드론혁신융합대학사업단,2024 ,해당없음,예
예,O,피지컬AI,항공드론SW개발및테스팅,학부생,정규수업,정보기술,항공드론소프트웨어개발/SW테스팅기초/프로그래밍언어응용/개발도구활용/항공SW실습,39 ,1182 ,항공드론혁신융합대학사업단,2024 ,해당없음,예
예,O,피지컬AI,항공드론디지털신호처리,학부생,보조강좌,공학,디지털신호처리/항공드론신호분석/필터설계/스펙트럼분석/신호처리알고리즘,39 ,1125 ,항공드론혁신융합대학사업단,2024 ,해당없음,예
예,X,해당없음,남명다큐(3부작),학부생,비교과,인문학,남명학/K-기업가정식/남명사상/실천적선비정신,3 ,30 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,기업가치를읽는필수회계지식,학부생,비교과,사회과학,재무분석/의사결정/재무정보/경영환경,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,사장의철학,학부생,비교과,사회과학,소기업경영/경영철학/사업운영/사장의철학,9 ,90 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,메타인지의힘,학부생,비교과,융복합,메타인지/디지털환경/지식의유효기간/앎에대한지각/인공지능,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,한국창업생태계의모습,학부생,비교과,융복합,창업생태계/기업가정신/한국창업환경/주요이슈/기업성장,6 ,60 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,K-기업가정신의원류를찾아서,학부생,비교과,융복합,K-기업가정신/한국경제/혁신과성장/인간중심,8 ,80 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,나만의커리어설계법,학부생,비교과,교양,개인전문성/자기만의트랙/커리어전략/산업동향분석/시장주도권/조직성장,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,남명사상의현대적계승과기업가정신,학부생,비교과,인문학,남명조식/실천적선비정신/K-기업가정신/남명사상/한국적가치,4 ,40 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,혁신가삼성이병철회장,학부생,비교과,사회과학,이병철회장/시대통찰력/한국산업역사/리더십/기업경영,6 ,60 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경영인이알아야할윤리경영,학부생,비교과,사회과학,윤리경영/사회적책임/지속가능한성장/소비자관심사,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,누구나쉽게이해하는금융,학부생,비교과,사회과학,금융/기업가/창의력/도전정신/금융의역사/경제생활/기업활동,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,공존을위한리더의언어,학부생,비교과,사회과학,대화격률/때와장소에맞는언어/이미지구축/주장관철/동의얻기/사회생활기본소양/소통능력향상,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,창의는어디서오는가,학부생,비교과,융복합,창의력/창의적사고/창의성/일상적용/실제사례,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,가정경영을통해본남명학의기업가정신:망우당곽재우와단목마을진양하씨가를중심으로,학부생,비교과,인문학,남명학/곽재우/경영의방식과철학/역사문화적요소,4 ,40 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,K컨버전스시대의콘텐츠마케팅,학부생,비교과,사회과학,IT알고리즘/취향기반커뮤니티/콘텐츠마케팅/기업브랜딩,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,남명에서북촌5인방까지실천적국가경영의계보,학부생,비교과,인문학,남명조식/실천적리더십/국가경영/조선사상사,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,창업교육,학부생,비교과,융복합,창업교육/주도성/과학적접근/고객중심/리더십/동기부여,6 ,60 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,요즘시대성장하는법,학부생,비교과,사회과학,성장마인드셋/비즈니스생존/성장습관/자기계발,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,비즈니스이미지관리,학부생,비교과,교양,자기다움/자아이미지/소통능력/이미지경영/삶의질향상,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남의기업가정신과남명학,학부생,비교과,사회과학,남명조식/한국기업가정신/영남실천유학/사상적근원,4 ,40 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,북인의사상과남명학의계승,학부생,비교과,인문학,북인사상/남명학/실천사상/K-기업가정신,4 ,40 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,ESG경영이란무엇인가,학부생,비교과,사회과학,ESG경영/미래기업전략/ESG적용법/조직별ESG,6 ,60 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,지속가능한브랜드관리철학,학부생,비교과,사회과학,사회적기업/사회적가치/수익창출/사회기여,6 ,60 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,청년창업의모든것,학부생,비교과,사회과학,창업/예비창업자/비즈니스아이템/기업가정신/초보창업가,2 ,20 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,일본강소기업의역사,학부생,비교과,사회과학,일본기업/장수기업/강소기업/기업생존전략,8 ,80 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,내가경험한LG21년,학부생,비교과,사회과학,LG기업/LG기업역사/기업경영/인재,11 ,110 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,"기업가정신,앙트러프러너십-기업현대를중심으로",학부생,비교과,사회과학,정주영회장/현대그룹/기업가정신/도전정신/혁신/기업성장,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경영인이알아야할기후환경,학부생,비교과,사회과학,기후위기/기업성장률/사회경제적변화/국가대응/기업생존전략,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,O,AI기본개념,"AI시대,일자리의미래",학부생,비교과,정보기술,생성형AI/일의미래/패러다임전환/미래대응전략,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,"SK의역사최종건,최종현형제",학부생,비교과,사회과학,SK그룹/기업가정신/최종건/최종현/기업형성과정,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,효성의역사조홍제창업주,학부생,비교과,사회과학,효성그룹/조홍제/기업가정신/기업형성과정,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,논어를통해배우는리더십,학부생,비교과,사회과학,논어/군신관계/국가조직/조직론/조직심리학/현대조직사회,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,정답없는세상에서리더로성장하기,학부생,비교과,사회과학,불확실성의시대/미래리더/미래리더십/핵심역량/글로벌기업/리더십개발,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,나만의길을개척하는방법'창직과창업',학부생,비교과,사회과학,창직/창업/도전과혁신/성공비결,3 ,30 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,미래를이끌기술경영,학부생,비교과,공학,기술경영/4차산업혁명/기술경영개념/주요이슈,6 ,60 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,남명학과경영학의만남,학부생,비교과,사회과학,남명학/경영학/K-기업가정신/기업가정신원류,8 ,80 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,O,AI기본개념,AI가만드는새로운세상,학부생,비교과,정보기술,AI기술/인공지능기술트렌드/창의적혁신/AI기반통찰력,6 ,60 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,당신이몰랐던금융의역사,학부생,비교과,사회과학,금융의역사/현대경제/돈의정체/철학/인류문명사,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,기술경영과기술혁신,학부생,비교과,공학,기술혁신/부의창출/경쟁력/기술의본질,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,좋은스타트업에투자하는방법,학부생,비교과,사회과학,스타트업투자/엔젤투자/벤처투자/투자관점,3 ,30 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,글로벌창업생태계,학부생,비교과,사회과학,글로벌창업생태계/국가경쟁/스타트업해외진출/글로벌개방성,6 ,60 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,USG공유대학과함께하는청년지켜!지방방위대,지역민,비교과,사회과학,공동체혁신/지역전문가/지역이해/진로탐색,17 ,680 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의지역경제와전략산업(강의형),학부생,비교과,인문학,지역산업/경제정책/기업지원/울산·경남,30 ,750 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의지역특화산업(강의형),학부생,비교과,인문학,지역특화/향토산업/지역정책/경남울산,30 ,750 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의지역사회와지방자치(강의형),학부생,비교과,사회과학,지방자치/도시재생/혁신도시/지역균형,30 ,750 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의관광목적지의매력성(강의형),학부생,비교과,인문학,지역관광/관광산업/관광콘텐츠/관광전략,30 ,750 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의농림수산업(강의형),학부생,비교과,농림수산,농림수산/지역산업/농업정책/경남울산,30 ,750 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의문화와예술(강의형),학부생,비교과,인문학,지역관광/문화예술/관광콘텐츠/관광전략,30 ,750 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의역사와문화유산(강의형),학부생,비교과,인문학,문화유산/지역역사/경남울산/건축,30 ,750 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의정신(강의형),학부생,비교과,인문학,경남역사/경남정신/역사인물/문화유산,30 ,750 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의지질환경(강의형),학부생,비교과,자연과학,지질환경/생태관광/지역지질/경남울산,30 ,750 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의공기업과공공산업(강의형),학부생,비교과,사회과학,공공산업/공공기관/채용제도/경남울산,30 ,750 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의지역경제와전략산업(숏폼형),학부생,비교과,인문학,지역산업/경제정책/기업지원/울산·경남,32 ,320 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의지역특화산업(숏폼형),학부생,비교과,인문학,지역특화/향토산업/지역정책/경남울산,48 ,480 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의지역사회와지방자치(숏폼형),학부생,비교과,사회과학,지방자치/도시재생/혁신도시/지역균형,40 ,400 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의관광목적지의매력성(숏폼형),학부생,비교과,인문학,지역관광/관광산업/관광콘텐츠/관광전략,31 ,310 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의농림수산업(숏폼형),학부생,비교과,농림수산,농림수산/지역산업/농업정책/경남울산,40 ,400 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의문화와예술(숏폼형),학부생,비교과,인문학,지역관광/문화예술/관광콘텐츠/관광전략,42 ,420 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의역사와문화유산(숏폼형),학부생,비교과,인문학,문화유산/지역역사/경남울산/건축,47 ,470 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의정신(숏폼형),학부생,비교과,인문학,경남역사/경남정신/역사인물/문화유산,46 ,460 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,"경남·울산의자연,생태,환경(숏폼형)",학부생,비교과,자연과학,지질환경/생태관광/지역지질/경남울산,40 ,400 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산의공기업과공공산업(숏폼형),학부생,비교과,사회과학,공공산업/공공기관/채용제도/경남울산,37 ,370 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,경남·울산지역학다큐멘터리,학부생,비교과,인문학,지역학/다큐멘터리/경남울산/문화콘텐츠,10 ,100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,해당없음,예
예,X,해당없음,로컬창업성장아카데미,학부생,비교과,융복합,로컬창업/지역사회/비즈니스모델/자아실현,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,통영에서공유경제를외치다,학부생,비교과,사회과학,공유경제/ESG경영/유휴자원/통영,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,이모빌리티지역창업의가능성,학부생,비교과,융복합,이모빌리티/지역창업/지방소멸/자립형창업,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,LHMan의꿈꾸는청춘,학부생,비교과,교양,티핑포인트/자존감/자기계발/라이프스타일,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,통영의청년활력부스터!,학부생,비교과,사회과학,지방소멸/청년정책/인구유출/통영,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,O,피지컬AI,드론의활용과미래,학부생,비교과,공학,드론/4차산업혁명/미래기술/로봇,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,새로운시대를이끄는융합형인재,학부생,비교과,융복합,융합인재/가능성/도전/자기계발,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,내삶과취업은어디로향해야하나,학부생,비교과,교양,진로계획/삶의목표/취업/자기계발,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,괜찮아내가세상을구할것도아니고,학부생,비교과,사회과학,청년세대/불안/사회문제/라이프스타일,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,로컬프로N잡러,학부생,비교과,사회과학,청년유출/지역소멸/N잡러/로컬크리에이터,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,경남에서의진로탐색과행복한삶을위한전략,학부생,비교과,교양,진로탐색/지역정착/직업성장/행복한삶,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,우주시대를여는항공SW개발,학부생,비교과,정보기술,소프트웨어개발/우주항공/지방정착/성장스토리,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,The달콤한화니미야(농장)이야기,학부생,비교과,농림수산,귀농/농장경영/지역농업/농업생태,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,경남은내가지킨다!,학부생,비교과,사회과학,경찰/직업/경력개발/경남,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,실감형콘텐츠동향및미래,학부생,비교과,융복합,감형콘텐츠/콘텐츠기획/인프라구축/미래기술,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,지역에서살아남기나를브랜딩하라,학부생,비교과,교양,개인브랜딩/로컬브랜딩/자기계발/지역활용,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,로컬관광크리에이터,학부생,비교과,융복합,로컬관광/로컬크리에이터/창업/지역재생,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,"지역환경예술가,스타트업대표가되다",학부생,비교과,융복합,환경예술가/스타트업/로컬창업/경남울산,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,아날로그를팝니다,학부생,비교과,융복합,로컬창업/귀농귀촌/역귀향/성장스토리,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,3D프린트창업도전기in울산,학부생,비교과,융복합,3D프린트/로컬창업/지역정착/창업성공,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,경남MICE산업의이해와취업전략,학부생,비교과,사회과학,MICE산업/취업전략/직무분석/PCO,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,"디지털K-콘텐츠,경남지역에서시작하다",학부생,비교과,융복합,K-콘텐츠/디지털기술/창의산업/경남지역,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,"서울태생공대생,한복입고울산을누비다",학부생,비교과,융복합,한복/로컬크리에이터/창업스토리/융합인재,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,다문화가족과차(아)차(별)차(원)경남만들기,학부생,비교과,사회과학,다문화가족/사회문제/차별/지역사회,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,"통영과나의연결고리,디자인비누공방",학부생,비교과,융복합,디자인비누/공방창업/지역창업/진로개척,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,공기업취업AtoZ,학부생,비교과,교양,공기업/공공기관/취업전략/경남,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,예비공무원들을위한공직소개,학부생,비교과,사회과학,공공산업/공공기관/채용제도/경남울산,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,"글로벌국제통상의수문장,관세사",학부생,비교과,사회과학,국제무역/수출입/관세사/무역실무,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,지역공기업에서워라밸성취!,학부생,비교과,교양,워라밸/공기업/취업전략/경력개발,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,"다양한경험,부캐로살아남기",학부생,비교과,정보기술,개인브랜드/SNS마케팅/디지털전환/부캐,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,디지털대전환시대에교육이나아갈길,학부생,비교과,교육학,디지털전환/학교변화/미래교육/교육정책,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
